country_or_area,element_code,element,year,unit,value,value_footnotes,categgory
United States of America,92,Export Value,1998,1000 $,787542.00000,,other_papers_packaging
United States of America,51,Production Quantity,2007,tonnes,83826154.00000,A ,paper_and_paperboard
United States of America,51,Production Quantity,2006,tonnes,84316937.00000,A ,paper_and_paperboard
United States of America,51,Production Quantity,2005,tonnes,83697335.00000,A ,paper_and_paperboard
United States of America,51,Production Quantity,2004,tonnes,82084368.00000,A ,paper_and_paperboard
United States of America,51,Production Quantity,2003,tonnes,80712166.00000,A ,paper_and_paperboard
United States of America,51,Production Quantity,2002,tonnes,81879072.00000,A ,paper_and_paperboard
United States of America,51,Production Quantity,2001,tonnes,81248828.00000,A ,paper_and_paperboard
United States of America,51,Production Quantity,2000,tonnes,86252309.00000,A ,paper_and_paperboard
United States of America,51,Production Quantity,1999,tonnes,88670000.00000,A ,paper_and_paperboard
United States of America,51,Production Quantity,1998,tonnes,86451000.00000,A ,paper_and_paperboard
United States of America,51,Production Quantity,1997,tonnes,88511000.00000,A ,paper_and_paperboard
United States of America,51,Production Quantity,1996,tonnes,84046000.00000,A ,paper_and_paperboard
United States of America,51,Production Quantity,1995,tonnes,85526000.00000,A ,paper_and_paperboard
United States of America,51,Production Quantity,1994,tonnes,80945000.00000,A ,paper_and_paperboard
United States of America,51,Production Quantity,1993,tonnes,77250008.00000,A ,paper_and_paperboard
United States of America,51,Production Quantity,1992,tonnes,75160016.00000,A ,paper_and_paperboard
United States of America,51,Production Quantity,1991,tonnes,72724008.00000,A ,paper_and_paperboard
United States of America,51,Production Quantity,1990,tonnes,71965000.00000,A ,paper_and_paperboard
United States of America,51,Production Quantity,1989,tonnes,69514016.00000,A ,paper_and_paperboard
United States of America,51,Production Quantity,1988,tonnes,69587000.00000,A ,paper_and_paperboard
United States of America,51,Production Quantity,1987,tonnes,67532008.00000,A ,paper_and_paperboard
United States of America,51,Production Quantity,1986,tonnes,64444008.00000,A ,paper_and_paperboard
United States of America,51,Production Quantity,1985,tonnes,60959008.00000,A ,paper_and_paperboard
United States of America,51,Production Quantity,1984,tonnes,62366000.00000,A ,paper_and_paperboard
United States of America,51,Production Quantity,1983,tonnes,58804000.00000,A ,paper_and_paperboard
United States of America,51,Production Quantity,1982,tonnes,54899000.00000,A ,paper_and_paperboard
United States of America,51,Production Quantity,1981,tonnes,57667008.00000,A ,paper_and_paperboard
United States of America,51,Production Quantity,1980,tonnes,56839000.00000,A ,paper_and_paperboard
United States of America,51,Production Quantity,1979,tonnes,57410008.00000,A ,paper_and_paperboard
United States of America,51,Production Quantity,1978,tonnes,55154000.00000,A ,paper_and_paperboard
United States of America,51,Production Quantity,1977,tonnes,53347000.00000,A ,paper_and_paperboard
United States of America,51,Production Quantity,1976,tonnes,51757008.00000,A ,paper_and_paperboard
United States of America,51,Production Quantity,1975,tonnes,45248008.00000,A ,paper_and_paperboard
United States of America,51,Production Quantity,1974,tonnes,52540008.00000,A ,paper_and_paperboard
United States of America,51,Production Quantity,1973,tonnes,52971000.00000,A ,paper_and_paperboard
United States of America,51,Production Quantity,1972,tonnes,50757000.00000,A ,paper_and_paperboard
United States of America,51,Production Quantity,1971,tonnes,46954008.00000,A ,paper_and_paperboard
United States of America,51,Production Quantity,1970,tonnes,45805008.00000,A ,paper_and_paperboard
United States of America,51,Production Quantity,1969,tonnes,46814008.00000,A ,paper_and_paperboard
United States of America,51,Production Quantity,1968,tonnes,44117196.00000,A ,paper_and_paperboard
United States of America,51,Production Quantity,1967,tonnes,40504596.00000,A ,paper_and_paperboard
United States of America,51,Production Quantity,1966,tonnes,40705196.00000,A ,paper_and_paperboard
United States of America,51,Production Quantity,1965,tonnes,37866504.00000,A ,paper_and_paperboard
United States of America,51,Production Quantity,1964,tonnes,35778200.00000,A ,paper_and_paperboard
United States of America,51,Production Quantity,1963,tonnes,33687004.00000,A ,paper_and_paperboard
United States of America,51,Production Quantity,1962,tonnes,32292700.00000,A ,paper_and_paperboard
United States of America,51,Production Quantity,1961,tonnes,30757696.00000,A ,paper_and_paperboard
United States of America,61,Import Quantity,2007,tonnes,14963857.00000,A ,paper_and_paperboard
United States of America,61,Import Quantity,2006,tonnes,16523764.00000,A ,paper_and_paperboard
United States of America,61,Import Quantity,2005,tonnes,16756359.00000,A ,paper_and_paperboard
United States of America,61,Import Quantity,2004,tonnes,17513176.00000,A ,paper_and_paperboard
United States of America,61,Import Quantity,2003,tonnes,16638541.00000,A ,paper_and_paperboard
United States of America,61,Import Quantity,2002,tonnes,15940837.00000,A ,paper_and_paperboard
United States of America,61,Import Quantity,2001,tonnes,15524479.00000,A ,paper_and_paperboard
United States of America,61,Import Quantity,2000,tonnes,16278887.00000,A ,paper_and_paperboard
United States of America,61,Import Quantity,1999,tonnes,15731000.00000,A ,paper_and_paperboard
United States of America,61,Import Quantity,1998,tonnes,14542100.00000,A ,paper_and_paperboard
United States of America,61,Import Quantity,1997,tonnes,14381000.00000,A ,paper_and_paperboard
United States of America,61,Import Quantity,1996,tonnes,13076000.00000,A ,paper_and_paperboard
United States of America,61,Import Quantity,1995,tonnes,12910000.00000,A ,paper_and_paperboard
United States of America,61,Import Quantity,1994,tonnes,12443000.00000,A ,paper_and_paperboard
United States of America,61,Import Quantity,1993,tonnes,11352000.00000,A ,paper_and_paperboard
United States of America,61,Import Quantity,1992,tonnes,10866519.00000,A ,paper_and_paperboard
United States of America,61,Import Quantity,1991,tonnes,10600900.00000,A ,paper_and_paperboard
United States of America,61,Import Quantity,1990,tonnes,11685300.00000,A ,paper_and_paperboard
United States of America,61,Import Quantity,1989,tonnes,11829600.00000,A ,paper_and_paperboard
United States of America,61,Import Quantity,1988,tonnes,11852500.00000,A ,paper_and_paperboard
United States of America,61,Import Quantity,1987,tonnes,11808200.00000,A ,paper_and_paperboard
United States of America,61,Import Quantity,1986,tonnes,10993400.00000,A ,paper_and_paperboard
United States of America,61,Import Quantity,1985,tonnes,10433600.00000,A ,paper_and_paperboard
United States of America,61,Import Quantity,1984,tonnes,9842900.00000,A ,paper_and_paperboard
United States of America,61,Import Quantity,1983,tonnes,8009700.00000,A ,paper_and_paperboard
United States of America,61,Import Quantity,1982,tonnes,7207700.00000,A ,paper_and_paperboard
United States of America,61,Import Quantity,1981,tonnes,7394600.00000,A ,paper_and_paperboard
United States of America,61,Import Quantity,1980,tonnes,8053800.00000,A ,paper_and_paperboard
United States of America,61,Import Quantity,1979,tonnes,7923500.00000,A ,paper_and_paperboard
United States of America,61,Import Quantity,1978,tonnes,8074900.00000,A ,paper_and_paperboard
United States of America,61,Import Quantity,1977,tonnes,6851600.00000,A ,paper_and_paperboard
United States of America,61,Import Quantity,1976,tonnes,6562800.00000,A ,paper_and_paperboard
United States of America,61,Import Quantity,1975,tonnes,5775400.00000,A ,paper_and_paperboard
United States of America,61,Import Quantity,1974,tonnes,7387400.00000,A ,paper_and_paperboard
United States of America,61,Import Quantity,1973,tonnes,7341800.00000,A ,paper_and_paperboard
United States of America,61,Import Quantity,1972,tonnes,6953400.00000,A ,paper_and_paperboard
United States of America,61,Import Quantity,1971,tonnes,6713800.00000,A ,paper_and_paperboard
United States of America,61,Import Quantity,1970,tonnes,6370800.00000,A ,paper_and_paperboard
United States of America,61,Import Quantity,1969,tonnes,6467400.00000,A ,paper_and_paperboard
United States of America,61,Import Quantity,1968,tonnes,6095200.00000,A ,paper_and_paperboard
United States of America,61,Import Quantity,1967,tonnes,6249800.00000,A ,paper_and_paperboard
United States of America,61,Import Quantity,1966,tonnes,6622300.00000,A ,paper_and_paperboard
United States of America,61,Import Quantity,1965,tonnes,5921500.00000,A ,paper_and_paperboard
United States of America,61,Import Quantity,1964,tonnes,5569600.00000,A ,paper_and_paperboard
United States of America,61,Import Quantity,1963,tonnes,5063600.00000,A ,paper_and_paperboard
United States of America,61,Import Quantity,1962,tonnes,5135300.00000,A ,paper_and_paperboard
United States of America,61,Import Quantity,1961,tonnes,5097200.00000,A ,paper_and_paperboard
United States of America,62,Import Value,2007,1000 $,12080190.00000,A ,paper_and_paperboard
United States of America,62,Import Value,2006,1000 $,13087941.00000,A ,paper_and_paperboard
United States of America,62,Import Value,2005,1000 $,12479787.00000,A ,paper_and_paperboard
United States of America,62,Import Value,2004,1000 $,11927701.00000,A ,paper_and_paperboard
United States of America,62,Import Value,2003,1000 $,10692412.00000,A ,paper_and_paperboard
United States of America,62,Import Value,2002,1000 $,10367746.00000,A ,paper_and_paperboard
United States of America,62,Import Value,2001,1000 $,11239709.00000,A ,paper_and_paperboard
United States of America,62,Import Value,2000,1000 $,11706545.00000,A ,paper_and_paperboard
United States of America,62,Import Value,1999,1000 $,10418513.00000,A ,paper_and_paperboard
United States of America,62,Import Value,1998,1000 $,10073220.00000,A ,paper_and_paperboard
United States of America,62,Import Value,1997,1000 $,11514183.00000,A ,paper_and_paperboard
United States of America,62,Import Value,1996,1000 $,11501611.00000,A ,paper_and_paperboard
United States of America,62,Import Value,1995,1000 $,10478368.00000,A ,paper_and_paperboard
United States of America,62,Import Value,1994,1000 $,7661896.00000,A ,paper_and_paperboard
United States of America,62,Import Value,1993,1000 $,7485724.00000,A ,paper_and_paperboard
United States of America,62,Import Value,1992,1000 $,7090437.00000,A ,paper_and_paperboard
United States of America,62,Import Value,1991,1000 $,6925597.00000,A ,paper_and_paperboard
United States of America,62,Import Value,1990,1000 $,7821890.00000,A ,paper_and_paperboard
United States of America,62,Import Value,1989,1000 $,7827806.00000,A ,paper_and_paperboard
United States of America,62,Import Value,1988,1000 $,7405361.00000,A ,paper_and_paperboard
United States of America,62,Import Value,1987,1000 $,6466418.00000,A ,paper_and_paperboard
United States of America,62,Import Value,1986,1000 $,5621240.00000,A ,paper_and_paperboard
United States of America,62,Import Value,1985,1000 $,5426956.00000,A ,paper_and_paperboard
United States of America,62,Import Value,1984,1000 $,5066782.00000,A ,paper_and_paperboard
United States of America,62,Import Value,1983,1000 $,3734478.00000,A ,paper_and_paperboard
United States of America,62,Import Value,1982,1000 $,4338482.00000,A ,paper_and_paperboard
United States of America,62,Import Value,1981,1000 $,3346918.00000,A ,paper_and_paperboard
United States of America,62,Import Value,1980,1000 $,3313973.00000,A ,paper_and_paperboard
United States of America,62,Import Value,1979,1000 $,3153597.00000,A ,paper_and_paperboard
United States of America,62,Import Value,1978,1000 $,2773299.00000,A ,paper_and_paperboard
United States of America,62,Import Value,1977,1000 $,2279547.00000,A ,paper_and_paperboard
United States of America,62,Import Value,1976,1000 $,2013097.00000,A ,paper_and_paperboard
